boro,boroname,neighborhood,subboro,ctract,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,97000,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,97400,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,98200,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,98400,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,98600,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,98800,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,99000,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,99200,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,99400,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,99600,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,99800,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,100400,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,100600,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,100800,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,101000,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,101200,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,101400,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,101600,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,101800,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,102000,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,102200,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,102400,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,102600,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,102800,,,,,,,,,,,,,,,,,,
2,Brooklyn,Flatlands/Canarsie,18,103400,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,100,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,500,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,700,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,900,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,1300,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,1501,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,1502,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,2100,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,3100,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,3300,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,3700,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,3900,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,4100,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,4300,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,4500,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,4700,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,4900,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,5501,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,5502,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,5700,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,5900,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,6100,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,6300,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,6500,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,6700,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,6900,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,7100,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,7300,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,7500,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,7700,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,7900,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,31703,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,31704,,,,,,,,,,,,,,,,,,
3,Manhattan,Greenwich Village/Financial District,1,31900,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,201,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,202,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,600,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,800,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,1001,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,1002,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,1200,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,1401,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,1402,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,1600,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,1800,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,2000,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,2201,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,2202,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,2400,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,2500,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,2601,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,2602,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,2700,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,2800,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,2900,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,3001,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,3002,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,3200,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,3400,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,3601,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,3602,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,3800,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,4000,,,,,,,,,,,,,,,,,,
3,Manhattan,Lower East Side/ Chinatown,2,4200,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,5200,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,5400,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,5600,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,5800,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,7400,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,7600,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,8100,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,8300,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,8400,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,8700,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,8900,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,9100,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,9300,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,9400,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,9500,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,9600,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,9700,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,9900,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,10100,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,10200,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,10300,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,10400,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,10900,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,11100,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,11201,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,11202,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,11300,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,11500,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,11700,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,11900,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,12100,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,12500,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,12700,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,12900,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,13100,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,13300,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,13500,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,13700,,,,,,,,,,,,,,,,,,
3,Manhattan,Chelsea/Clinton/Midtown,3,13900,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,4400,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,4800,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,5000,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,6000,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,6200,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,6400,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,6600,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,6800,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,7000,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,7200,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,7800,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,8000,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,8200,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,8601,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,8602,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,8603,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,8800,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,9000,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,9200,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,9800,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,10000,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,10601,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,10800,,,,,,,,,,,,,,,,,,
3,Manhattan,Stuyvesant Town/Turtle Bay,4,11203,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,14300,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,14500,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,14700,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,14900,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,15100,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,15300,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,15500,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,15700,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,15900,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,16100,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,16300,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,16500,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,16700,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,16900,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,17100,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,17300,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,17500,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,17700,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,17900,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,18100,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,18300,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,18500,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,18700,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,18900,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper West Side,5,19100,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,10602,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,11000,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,11401,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,11402,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,11600,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,11800,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,12000,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,12200,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,12400,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,12600,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,12800,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,13000,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,13200,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,13400,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,13600,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,13800,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,14000,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,14200,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,14401,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,14402,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,14601,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,14602,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,14801,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,14802,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,15001,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,15002,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,15200,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,15400,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,15601,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,15801,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,16001,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,23801,,,,,,,,,,,,,,,,,,
3,Manhattan,Upper East Side,6,23802,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,19300,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,19500,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,19701,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,19900,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,20101,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,20300,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,20500,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,20701,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,20901,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,21100,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,21303,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,21703,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,21900,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,22301,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,22302,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,22500,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,22700,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,22900,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,23100,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,23300,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,23501,,,,,,,,,,,,,,,,,,
3,Manhattan,Morningside Heights/Hamilton Heights,7,23700,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,18600,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,19000,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,19702,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,20000,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,20102,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,20600,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,20800,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,21200,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,21400,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,21500,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,21600,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,21800,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,22000,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,22102,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,22200,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,22400,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,22600,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,22800,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,23000,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,23200,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,23400,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,23502,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,23600,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,24302,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,25700,,,,,,,,,,,,,,,,,,
3,Manhattan,Central Harlem,8,25900,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,15602,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,15802,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,16002,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,16200,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,16400,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,16600,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,16800,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,17000,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,17200,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,17401,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,17402,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,17800,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,18000,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,18200,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,18400,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,18800,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,19200,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,19400,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,19600,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,19800,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,21000,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,24000,,,,,,,,,,,,,,,,,,
3,Manhattan,East Harlem,9,24200,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,23900,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,24100,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,24301,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,24500,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,24700,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,24900,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,25100,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,25300,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,25500,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,26100,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,26300,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,26500,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,26700,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,26900,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,27100,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,27300,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,27500,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,27700,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,27900,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,28100,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,28300,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,28500,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,28700,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,29100,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,29300,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,29500,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,29700,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,29900,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,30300,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,30700,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,30900,,,,,,,,,,,,,,,,,,
3,Manhattan,Washington Heights/Inwood,10,31100,,,,,,,,,,,,,,,,,,
